DFT_ID,Alloy,Ti,Zr,Hf,V,Nb,Ta,Mo,W,Re
DFT_0341,Zr10V30Ta15Mo15W30,0,10,0,30,0,15,15,30,0
DFT_0342,Zr10V40Nb15Mo15W20,0,10,0,40,15,0,15,20,0
DFT_0343,Zr10Hf20V35Nb15Mo20,0,10,20,35,15,0,20,0,0
DFT_0344,Zr15Nb20Ta20Mo30W15,0,15,0,0,20,20,30,15,0
DFT_0345,Zr15Hf20V15Ta20Mo15W15,0,15,20,15,0,20,15,15,0
DFT_0346,Zr15Hf20V25Nb20Ta20,0,15,20,25,20,20,0,0,0
DFT_0347,Zr20V35Ta15W30,0,20,0,35,0,15,0,30,0
DFT_0348,Zr20V40Nb20Ta20,0,20,0,40,20,20,0,0,0
DFT_0349,Zr20Hf40V5Nb15Ta20,0,20,40,5,15,20,0,0,0
DFT_0350,Zr25V15Ta15Mo15W30,0,25,0,15,0,15,15,30,0
DFT_0351,Zr25Hf25V25Nb15W10,0,25,25,25,15,0,0,10,0
DFT_0352,Zr30V20Nb10Mo20W20,0,30,0,20,10,0,20,20,0
DFT_0353,Zr30Hf20Ta5Mo30W15,0,30,20,0,0,5,30,15,0
DFT_0354,Zr30Hf40V20Nb10,0,30,40,20,10,0,0,0,0
DFT_0355,Zr35V25Nb20Ta20,0,35,0,25,20,20,0,0,0
DFT_0356,Zr40Hf10V20Mo15W15,0,40,10,20,0,0,15,15,0
DFT_0357,Ti5Zr15Hf40V15Ta25,5,15,40,15,0,25,0,0,0
DFT_0358,Ti10Zr10Ta30Mo30W20,10,10,0,0,0,30,30,20,0
DFT_0359,Ti10Zr25V25Ta25W15,10,25,0,25,0,25,0,15,0
DFT_0360,Ti10Zr40Hf10Nb20Ta20,10,40,10,0,20,20,0,0,0
DFT_0361,Ti10Zr40Hf25V5Ta10Mo10,10,40,25,5,0,10,10,0,0
DFT_0362,Ti10Zr40Hf40V10,10,40,40,10,0,0,0,0,0
DFT_0363,Ti15Ta40Mo30W15,15,0,0,0,0,40,30,15,0
DFT_0364,Ti15Nb15Ta25Mo25W20,15,0,0,0,15,25,25,20,0
DFT_0365,Ti15V15Nb15Ta15Mo20W20,15,0,0,15,15,15,20,20,0
DFT_0366,Ti15Hf10V10Nb15Mo30W20,15,0,10,10,15,0,30,20,0
DFT_0367,Ti15Zr5Nb20Mo30W30,15,5,0,0,20,0,30,30,0
DFT_0368,Ti15Zr5V25Ta10Mo30W15,15,5,0,25,0,10,30,15,0
DFT_0369,Ti15Zr10Hf20V20Mo15W20,15,10,20,20,0,0,15,20,0
DFT_0370,Ti15Zr15Hf40V10Ta10W10,15,15,40,10,0,10,0,10,0
DFT_0371,Ti15Zr20Hf25V10Nb10Ta20,15,20,25,10,10,20,0,0,0
DFT_0372,Ti15Zr40Hf15Ta20W10,15,40,15,0,0,20,0,10,0
DFT_0373,Ti15Zr40Hf40Nb5,15,40,40,0,5,0,0,0,0
DFT_0374,Ti20Hf40Nb10Ta30,20,0,40,0,10,30,0,0,0
DFT_0375,Ti20Zr15Hf20V30Mo15,20,15,20,30,0,0,15,0,0
DFT_0376,Ti20Zr20Hf40Ta10Mo10,20,20,40,0,0,10,10,0,0
DFT_0377,Ti20Zr25Hf15V20Nb20,20,25,15,20,20,0,0,0,0
DFT_0378,Ti20Zr35Hf15V5Nb25,20,35,15,5,25,0,0,0,0
DFT_0379,Ti25Ta15Mo30W30,25,0,0,0,0,15,30,30,0
DFT_0380,Ti25Zr10Hf30Nb35,25,10,30,0,35,0,0,0,0
DFT_0381,Ti25Zr15Hf30Nb15Ta15,25,15,30,0,15,15,0,0,0
DFT_0382,Ti25Zr30Hf15V25W5,25,30,15,25,0,0,0,5,0
DFT_0383,Ti25Zr40V10Mo15W10,25,40,0,10,0,0,15,10,0
DFT_0384,Ti25Zr40Hf25Nb10,25,40,25,0,10,0,0,0,0
DFT_0385,Ti30Zr15Hf25V5Ta15W10,30,15,25,5,0,15,0,10,0
DFT_0386,Ti30Zr40V20Mo10,30,40,0,20,0,0,10,0,0
DFT_0387,Ti30Zr40Hf5Ta15W10,30,40,5,0,0,15,0,10,0
DFT_0388,Ti35Zr15Hf25V15W10,35,15,25,15,0,0,0,10,0
DFT_0389,Ti35Zr35Hf10Mo10W10,35,35,10,0,0,0,10,10,0
DFT_0390,Ti40Hf20V10Nb15Ta15,40,0,20,10,15,15,0,0,0
DFT_0391,Ti40Zr10Hf40W10,40,10,40,0,0,0,0,10,0
DFT_0392,Ti40Zr15Hf15Nb15Ta15,40,15,15,0,15,15,0,0,0
DFT_0393,Ti40Zr20Nb35Ta5,40,20,0,0,35,5,0,0,0
DFT_0394,Ti40Zr20V35W5,40,20,0,35,0,0,0,5,0
DFT_0395,Ti40Zr20Hf10Ta20W10,40,20,10,0,0,20,0,10,0
DFT_0396,Ti40Zr25Ta30Mo5,40,25,0,0,0,30,5,0,0
DFT_0397,Ti40Zr25V20Nb15,40,25,0,20,15,0,0,0,0
DFT_0398,Ti40Zr25Hf25V10,40,25,25,10,0,0,0,0,0
DFT_0399,Ti40Zr40V5Mo15,40,40,0,5,0,0,15,0,0
DFT_0400,Nb5Ta35Mo30W30,0,0,0,0,5,35,30,30,0
DFT_0401,Nb20Ta50Mo15W15,0,0,0,0,20,50,15,15,0
DFT_0402,Nb30Ta35Mo30W5,0,0,0,0,30,35,30,5,0
DFT_0403,Nb35Ta20Mo20W25,0,0,0,0,35,20,20,25,0
DFT_0404,Nb50Ta10Mo30W10,0,0,0,0,50,10,30,10,0
DFT_0405,Nb50Ta30Mo10W10,0,0,0,0,50,30,10,10,0
DFT_0406,V5Nb5Ta30Mo30W30,0,0,0,5,5,30,30,30,0
DFT_0407,V5Nb25Ta25Mo30W15,0,0,0,5,25,25,30,15,0
DFT_0408,V5Nb30Ta35W30,0,0,0,5,30,35,0,30,0
DFT_0409,V5Nb30Ta40Mo15W10,0,0,0,5,30,40,15,10,0
DFT_0410,V15Ta50Mo10W25,0,0,0,15,0,50,10,25,0
DFT_0411,V15Nb10Ta45Mo30,0,0,0,15,10,45,30,0,0
DFT_0412,V15Nb50Ta20Mo5W10,0,0,0,15,50,20,5,10,0
DFT_0413,V20Nb15Ta50W15,0,0,0,20,15,50,0,15,0
DFT_0414,V20Nb25Mo25W30,0,0,0,20,25,0,25,30,0
DFT_0415,V20Nb40Ta25W15,0,0,0,20,40,25,0,15,0
DFT_0416,V20Nb45Ta5Mo30,0,0,0,20,45,5,30,0,0
DFT_0417,V20Nb50Mo15W15,0,0,0,20,50,0,15,15,0
DFT_0418,V25Ta30Mo30W15,0,0,0,25,0,30,30,15,0
DFT_0419,V25Nb5Ta20Mo30W20,0,0,0,25,5,20,30,20,0
DFT_0420,V25Nb5Ta40Mo25W5,0,0,0,25,5,40,25,5,0
DFT_0421,V25Nb20Ta25Mo15W15,0,0,0,25,20,25,15,15,0
DFT_0422,V25Nb25Ta5Mo15W30,0,0,0,25,25,5,15,30,0
DFT_0423,V25Nb50Ta15Mo10,0,0,0,25,50,15,10,0,0
DFT_0424,V30Nb20Ta20W30,0,0,0,30,20,20,0,30,0
DFT_0425,V30Nb20Ta30Mo20,0,0,0,30,20,30,20,0,0
DFT_0426,V35Ta20Mo15W30,0,0,0,35,0,20,15,30,0
DFT_0427,V35Nb45Ta5Mo5W10,0,0,0,35,45,5,5,10,0
DFT_0428,V40Ta40Mo5W15,0,0,0,40,0,40,5,15,0
DFT_0429,V40Nb20Mo30W10,0,0,0,40,20,0,30,10,0
DFT_0430,V40Nb35Mo5W20,0,0,0,40,35,0,5,20,0
DFT_0431,Hf5Nb5Ta50Mo25W15,0,0,5,0,5,50,25,15,0
DFT_0432,Hf5V10Nb40Mo30W15,0,0,5,10,40,0,30,15,0
DFT_0433,Hf5V15Nb25Ta20Mo5W30,0,0,5,15,25,20,5,30,0
DFT_0434,Hf5V25Nb15Ta45W10,0,0,5,25,15,45,0,10,0
DFT_0435,Hf5V25Nb25Ta20Mo25,0,0,5,25,25,20,25,0,0
DFT_0436,Hf10Ta40Mo20W30,0,0,10,0,0,40,20,30,0
DFT_0437,Hf10Nb40Ta10Mo15W25,0,0,10,0,40,10,15,25,0
DFT_0438,Hf10Nb40Ta20Mo30,0,0,10,0,40,20,30,0,0
DFT_0439,Hf10V10Ta30Mo30W20,0,0,10,10,0,30,30,20,0
DFT_0440,Hf10V10Nb20Mo30W30,0,0,10,10,20,0,30,30,0
DFT_0441,Hf10V20Nb35Mo5W30,0,0,10,20,35,0,5,30,0
DFT_0442,Hf10V25Ta35W30,0,0,10,25,0,35,0,30,0
DFT_0443,Hf10V35Ta25Mo20W10,0,0,10,35,0,25,20,10,0
DFT_0444,Hf10V35Ta50Mo5,0,0,10,35,0,50,5,0,0
DFT_0445,Hf10V40Ta5Mo20W25,0,0,10,40,0,5,20,25,0
DFT_0446,Hf10V40Nb10Mo30W10,0,0,10,40,10,0,30,10,0
DFT_0447,Hf15Nb25Ta20Mo30W10,0,0,15,0,25,20,30,10,0
DFT_0448,Hf15Nb25Ta25Mo5W30,0,0,15,0,25,25,5,30,0
DFT_0449,Hf15Nb25Ta45W15,0,0,15,0,25,45,0,15,0
DFT_0450,Hf15Nb35Mo30W20,0,0,15,0,35,0,30,20,0
DFT_0451,Hf15Nb35Ta30Mo10W10,0,0,15,0,35,30,10,10,0
DFT_0452,Hf15Nb50Ta15W20,0,0,15,0,50,15,0,20,0
DFT_0453,Hf15Nb50Ta25Mo10,0,0,15,0,50,25,10,0,0
DFT_0454,Hf15V5Ta50Mo30,0,0,15,5,0,50,30,0,0
DFT_0455,Hf15V5Nb5Ta25Mo20W30,0,0,15,5,5,25,20,30,0
DFT_0456,Hf15V5Nb50Ta10W20,0,0,15,5,50,10,0,20,0
DFT_0457,Hf15V10Nb15Ta45Mo15,0,0,15,10,15,45,15,0,0
DFT_0458,Hf15V10Nb45Ta15Mo15,0,0,15,10,45,15,15,0,0
DFT_0459,Hf15V15Ta35Mo30W5,0,0,15,15,0,35,30,5,0
DFT_0460,Hf15V20Ta15Mo20W30,0,0,15,20,0,15,20,30,0
DFT_0461,Hf15V20Nb15Ta20W30,0,0,15,20,15,20,0,30,0
DFT_0462,Hf15V20Nb25Mo20W20,0,0,15,20,25,0,20,20,0
DFT_0463,Hf15V20Nb45W20,0,0,15,20,45,0,0,20,0
DFT_0464,Hf15V25Nb40Mo5W15,0,0,15,25,40,0,5,15,0
DFT_0465,Hf15V30Nb30Mo25,0,0,15,30,30,0,25,0,0
DFT_0466,Hf15V35Mo20W30,0,0,15,35,0,0,20,30,0
DFT_0467,Hf15V35Nb25Ta20W5,0,0,15,35,25,20,0,5,0
DFT_0468,Hf15V40Ta25Mo20,0,0,15,40,0,25,20,0,0
DFT_0469,Hf15V40Ta30W15,0,0,15,40,0,30,0,15,0
DFT_0470,Hf15V40Ta35Mo5W5,0,0,15,40,0,35,5,5,0
DFT_0471,Hf15V40Nb30W15,0,0,15,40,30,0,0,15,0
DFT_0472,Hf20Ta30Mo30W20,0,0,20,0,0,30,30,20,0
DFT_0473,Hf20Ta50Mo15W15,0,0,20,0,0,50,15,15,0
DFT_0474,Hf20V15Ta35Mo10W20,0,0,20,15,0,35,10,20,0
DFT_0475,Hf20V20Nb35Ta25,0,0,20,20,35,25,0,0,0
DFT_0476,Hf20V40Nb20Ta20,0,0,20,40,20,20,0,0,0
DFT_0477,Hf25Nb25Ta25Mo25,0,0,25,0,25,25,25,0,0
DFT_0478,Hf25Nb50Mo15W10,0,0,25,0,50,0,15,10,0
DFT_0479,Hf25V15Ta30Mo30,0,0,25,15,0,30,30,0,0
DFT_0480,Hf25V15Ta50W10,0,0,25,15,0,50,0,10,0
DFT_0481,Hf25V15Nb20Ta20Mo20,0,0,25,15,20,20,20,0,0
DFT_0482,Hf25V15Nb25Ta20W15,0,0,25,15,25,20,0,15,0
DFT_0483,Hf25V20Nb25W30,0,0,25,20,25,0,0,30,0
DFT_0484,Hf25V30Mo30W15,0,0,25,30,0,0,30,15,0
DFT_0485,Hf25V30Ta15Mo10W20,0,0,25,30,0,15,10,20,0
DFT_0486,Hf25V30Nb5Ta5Mo15W20,0,0,25,30,5,5,15,20,0
DFT_0487,Hf25V35Ta10W30,0,0,25,35,0,10,0,30,0
DFT_0488,Hf25V40Nb15Mo10W10,0,0,25,40,15,0,10,10,0
DFT_0489,Hf30Ta25Mo15W30,0,0,30,0,0,25,15,30,0
DFT_0490,Hf30Nb15Ta15Mo20W20,0,0,30,0,15,15,20,20,0
DFT_0491,Hf30Nb35Ta5W30,0,0,30,0,35,5,0,30,0
DFT_0492,Hf30Nb35Ta5Mo5W25,0,0,30,0,35,5,5,25,0
DFT_0493,Hf30V5Nb5Mo30W30,0,0,30,5,5,0,30,30,0
DFT_0494,Hf30V15Nb30Mo15W10,0,0,30,15,30,0,15,10,0
DFT_0495,Hf35Ta5Mo30W30,0,0,35,0,0,5,30,30,0
DFT_0496,Hf35Nb5Ta30Mo25W5,0,0,35,0,5,30,25,5,0
DFT_0497,Hf35Nb25Mo20W20,0,0,35,0,25,0,20,20,0
DFT_0498,Hf35V5Ta45Mo10W5,0,0,35,5,0,45,10,5,0
DFT_0499,Hf35V10Nb45Mo10,0,0,35,10,45,0,10,0,0
DFT_0500,Hf35V20Nb15Ta20Mo5W5,0,0,35,20,15,20,5,5,0
DFT_0501,Hf35V25Nb5Ta5Mo30,0,0,35,25,5,5,30,0,0
DFT_0502,Hf35V25Nb20Mo20,0,0,35,25,20,0,20,0,0
DFT_0503,Hf35V25Nb30W10,0,0,35,25,30,0,0,10,0
DFT_0504,Hf35V40Ta10W15,0,0,35,40,0,10,0,15,0
DFT_0505,Hf40Ta30Mo20W10,0,0,40,0,0,30,20,10,0
DFT_0506,Hf40Nb25Ta25W10,0,0,40,0,25,25,0,10,0
DFT_0507,Hf40V5Nb5Ta30W20,0,0,40,5,5,30,0,20,0
DFT_0508,Hf40V5Nb15Mo30W10,0,0,40,5,15,0,30,10,0
DFT_0509,Hf40V5Nb25Mo30,0,0,40,5,25,0,30,0,0
DFT_0510,Hf40V10Ta20Mo15W15,0,0,40,10,0,20,15,15,0
DFT_0511,Hf40V10Ta25W25,0,0,40,10,0,25,0,25,0
DFT_0512,Hf40V10Nb10Mo10W30,0,0,40,10,10,0,10,30,0
DFT_0513,Hf40V20Mo15W25,0,0,40,20,0,0,15,25,0
DFT_0514,Hf40V20Ta20Mo20,0,0,40,20,0,20,20,0,0
DFT_0515,Hf40V20Nb20Ta20,0,0,40,20,20,20,0,0,0
DFT_0516,Zr5Ta50Mo30W15,0,5,0,0,0,50,30,15,0
DFT_0517,Zr5V15Nb50W30,0,5,0,15,50,0,0,30,0
DFT_0518,Zr5V25Nb20Mo30W20,0,5,0,25,20,0,30,20,0
DFT_0519,Zr5V40Mo30W25,0,5,0,40,0,0,30,25,0
DFT_0520,Zr5V40Ta25Mo30,0,5,0,40,0,25,30,0,0
DFT_0521,Zr5V40Nb5Ta20W30,0,5,0,40,5,20,0,30,0
DFT_0522,Zr5Hf5V40Nb25W25,0,5,5,40,25,0,0,25,0
DFT_0523,Zr5Hf10V30Nb50Mo5,0,5,10,30,50,0,5,0,0
DFT_0524,Zr5Hf10V35Nb30Mo20,0,5,10,35,30,0,20,0,0
DFT_0525,Zr5Hf15Nb5Ta50W25,0,5,15,0,5,50,0,25,0
DFT_0526,Zr5Hf15V30Nb30Ta5W15,0,5,15,30,30,5,0,15,0
DFT_0527,Zr5Hf20Ta45W30,0,5,20,0,0,45,0,30,0
DFT_0528,Zr5Hf20V20Ta50W5,0,5,20,20,0,50,0,5,0
DFT_0529,Zr5Hf25Nb15Ta50W5,0,5,25,0,15,50,0,5,0
DFT_0530,Zr5Hf25Nb20Ta50,0,5,25,0,20,50,0,0,0
DFT_0531,Zr5Hf25Nb25Ta10Mo30W5,0,5,25,0,25,10,30,5,0
DFT_0532,Zr5Hf25V5Ta35Mo15W15,0,5,25,5,0,35,15,15,0
DFT_0533,Zr5Hf25V5Nb5Mo30W30,0,5,25,5,5,0,30,30,0
DFT_0534,Zr5Hf30Nb30Ta25Mo10,0,5,30,0,30,25,10,0,0
DFT_0535,Zr5Hf30V40Ta20Mo5,0,5,30,40,0,20,5,0,0
DFT_0536,Zr5Hf40Nb40W15,0,5,40,0,40,0,0,15,0
DFT_0537,Zr5Hf40V5Nb5Ta15W30,0,5,40,5,5,15,0,30,0
DFT_0538,Zr5Hf40V40Mo15,0,5,40,40,0,0,15,0,0
DFT_0539,Zr10Nb20Ta25Mo20W25,0,10,0,0,20,25,20,25,0
DFT_0540,Zr10Nb20Ta50Mo20,0,10,0,0,20,50,20,0,0
DFT_0541,Zr10V15Nb25Ta50,0,10,0,15,25,50,0,0,0
DFT_0542,Zr10V15Nb30Ta25W20,0,10,0,15,30,25,0,20,0
DFT_0543,Zr10V20Nb40Ta25Mo5,0,10,0,20,40,25,5,0,0
DFT_0544,Zr10V25Nb5Ta25Mo20W15,0,10,0,25,5,25,20,15,0
DFT_0545,Zr10V40Nb35Ta5W10,0,10,0,40,35,5,0,10,0
DFT_0546,Zr10Hf5V5Nb5Ta50W25,0,10,5,5,5,50,0,25,0
DFT_0547,Zr10Hf5V25Nb5Ta50Mo5,0,10,5,25,5,50,5,0,0
DFT_0548,Zr10Hf5V40Nb45,0,10,5,40,45,0,0,0,0
DFT_0549,Zr10Hf15V25Ta30Mo20,0,10,15,25,0,30,20,0,0
DFT_0550,Zr10Hf15V40Mo15W20,0,10,15,40,0,0,15,20,0
DFT_0551,Zr10Hf30V25Nb5W30,0,10,30,25,5,0,0,30,0
DFT_0552,Zr10Hf40Nb20Ta15W15,0,10,40,0,20,15,0,15,0
DFT_0553,Zr15Nb5Ta45Mo15W20,0,15,0,0,5,45,15,20,0
DFT_0554,Zr15Nb40Mo15W30,0,15,0,0,40,0,15,30,0
DFT_0555,Zr15Nb40Ta10Mo30W5,0,15,0,0,40,10,30,5,0
DFT_0556,Zr15Nb50Mo25W10,0,15,0,0,50,0,25,10,0
DFT_0557,Zr15V5Nb30Ta20Mo15W15,0,15,0,5,30,20,15,15,0
DFT_0558,Zr15V15Ta30Mo10W30,0,15,0,15,0,30,10,30,0
DFT_0559,Zr15V20Ta20Mo30W15,0,15,0,20,0,20,30,15,0
DFT_0560,Zr15V20Ta45Mo15W5,0,15,0,20,0,45,15,5,0
DFT_0561,Zr15V20Nb20Mo15W30,0,15,0,20,20,0,15,30,0
DFT_0562,Zr15V20Nb25Mo30W10,0,15,0,20,25,0,30,10,0
DFT_0563,Zr15V20Nb45Ta20,0,15,0,20,45,20,0,0,0
DFT_0564,Zr15V20Nb50Mo15,0,15,0,20,50,0,15,0,0
DFT_0565,Zr15V30Nb20Ta35,0,15,0,30,20,35,0,0,0
DFT_0566,Zr15V40Mo30W15,0,15,0,40,0,0,30,15,0
DFT_0567,Zr15V40Ta20Mo10W15,0,15,0,40,0,20,10,15,0
DFT_0568,Zr15V40Nb15W30,0,15,0,40,15,0,0,30,0
DFT_0569,Zr15Hf5Nb45Mo5W30,0,15,5,0,45,0,5,30,0
DFT_0570,Zr15Hf5V25Nb5Mo20W30,0,15,5,25,5,0,20,30,0
DFT_0571,Zr15Hf10V40Mo30W5,0,15,10,40,0,0,30,5,0
DFT_0572,Zr15Hf15Ta30Mo25W15,0,15,15,0,0,30,25,15,0
DFT_0573,Zr15Hf15Nb40Ta20W10,0,15,15,0,40,20,0,10,0
DFT_0574,Zr15Hf15V10Nb50W10,0,15,15,10,50,0,0,10,0
DFT_0575,Zr15Hf15V15Nb25Mo30,0,15,15,15,25,0,30,0,0
DFT_0576,Zr15Hf15V20Mo25W25,0,15,15,20,0,0,25,25,0
DFT_0577,Zr15Hf15V20Ta10Mo30W10,0,15,15,20,0,10,30,10,0
DFT_0578,Zr15Hf15V20Ta25W25,0,15,15,20,0,25,0,25,0
DFT_0579,Zr15Hf25Ta20Mo10W30,0,15,25,0,0,20,10,30,0
DFT_0580,Zr15Hf25Nb40Ta20,0,15,25,0,40,20,0,0,0
DFT_0581,Zr15Hf25V15Ta45,0,15,25,15,0,45,0,0,0
DFT_0582,Zr15Hf25V40Nb20,0,15,25,40,20,0,0,0,0
DFT_0583,Zr15Hf30V20Nb25Mo10,0,15,30,20,25,0,10,0,0
DFT_0584,Zr15Hf35V20Mo30,0,15,35,20,0,0,30,0,0
DFT_0585,Zr15Hf40Nb15W30,0,15,40,0,15,0,0,30,0
DFT_0586,Zr15Hf40V15Nb30,0,15,40,15,30,0,0,0,0
DFT_0587,Zr20Ta30Mo20W30,0,20,0,0,0,30,20,30,0
DFT_0588,Zr20Ta40Mo30W10,0,20,0,0,0,40,30,10,0
DFT_0589,Zr20Ta50Mo10W20,0,20,0,0,0,50,10,20,0
DFT_0590,Zr20Nb25Ta40Mo5W10,0,20,0,0,25,40,5,10,0
DFT_0591,Zr20Nb30Ta25Mo25,0,20,0,0,30,25,25,0,0
DFT_0592,Zr20Nb30Ta30W20,0,20,0,0,30,30,0,20,0
DFT_0593,Zr20Nb50Ta10Mo10W10,0,20,0,0,50,10,10,10,0
DFT_0594,Zr20V10Nb15Ta25Mo30,0,20,0,10,15,25,30,0,0
DFT_0595,Zr20V20Ta40Mo20,0,20,0,20,0,40,20,0,0
DFT_0596,Zr20V20Ta50W10,0,20,0,20,0,50,0,10,0
DFT_0597,Zr20V20Nb30Mo30,0,20,0,20,30,0,30,0,0
DFT_0598,Zr20V25Mo25W30,0,20,0,25,0,0,25,30,0
DFT_0599,Zr20V25Nb20Ta20Mo15,0,20,0,25,20,20,15,0,0
DFT_0600,Zr20V25Nb30Mo10W15,0,20,0,25,30,0,10,15,0
DFT_0601,Zr20V35Nb30Mo15,0,20,0,35,30,0,15,0,0
DFT_0602,Zr20V40Nb10Mo30,0,20,0,40,10,0,30,0,0
DFT_0603,Zr20Hf5Ta15Mo30W30,0,20,5,0,0,15,30,30,0
DFT_0604,Zr20Hf5V5Nb35Ta5W30,0,20,5,5,35,5,0,30,0
DFT_0605,Zr20Hf10V40Ta15Mo15,0,20,10,40,0,15,15,0,0
DFT_0606,Zr20Hf15V5Nb20Mo20W20,0,20,15,5,20,0,20,20,0
DFT_0607,Zr20Hf15V35W30,0,20,15,35,0,0,0,30,0
DFT_0608,Zr20Hf20Ta45Mo15,0,20,20,0,0,45,15,0,0
DFT_0609,Zr20Hf20Nb15Ta30W15,0,20,20,0,15,30,0,15,0
DFT_0610,Zr20Hf20Nb20Ta10W30,0,20,20,0,20,10,0,30,0
DFT_0611,Zr20Hf20Nb40Ta5Mo15,0,20,20,0,40,5,15,0,0
DFT_0612,Zr20Hf20Nb45Mo15,0,20,20,0,45,0,15,0,0
DFT_0613,Zr20Hf20V15Nb25W20,0,20,20,15,25,0,0,20,0
DFT_0614,Zr20Hf20V25Ta25W10,0,20,20,25,0,25,0,10,0
DFT_0615,Zr20Hf20V40Ta20,0,20,20,40,0,20,0,0,0
DFT_0616,Zr20Hf25Nb15Mo20W20,0,20,25,0,15,0,20,20,0
DFT_0617,Zr20Hf25V30Mo15W10,0,20,25,30,0,0,15,10,0
DFT_0618,Zr20Hf30V40Nb5Ta5,0,20,30,40,5,5,0,0,0
DFT_0619,Zr20Hf35Ta20Mo15W10,0,20,35,0,0,20,15,10,0
DFT_0620,Zr20Hf35V25W20,0,20,35,25,0,0,0,20,0
DFT_0621,Zr20Hf40Mo20W20,0,20,40,0,0,0,20,20,0
DFT_0622,Zr20Hf40Ta25Mo15,0,20,40,0,0,25,15,0,0
DFT_0623,Zr20Hf40Nb25Mo15,0,20,40,0,25,0,15,0,0
DFT_0624,Zr20Hf40V5Mo30W5,0,20,40,5,0,0,30,5,0
DFT_0625,Zr20Hf40V5Ta5W30,0,20,40,5,0,5,0,30,0
DFT_0626,Zr20Hf40V20Ta10W10,0,20,40,20,0,10,0,10,0
DFT_0627,Zr25Nb20Ta15Mo10W30,0,25,0,0,20,15,10,30,0
DFT_0628,Zr25Nb50Ta20W5,0,25,0,0,50,20,0,5,0
DFT_0629,Zr25V5Nb50W20,0,25,0,5,50,0,0,20,0
DFT_0630,Zr25V10Nb10Mo30W25,0,25,0,10,10,0,30,25,0
DFT_0631,Zr25V20Ta30W25,0,25,0,20,0,30,0,25,0
DFT_0632,Zr25V20Nb15Ta10W30,0,25,0,20,15,10,0,30,0
DFT_0633,Zr25V20Nb45Ta5Mo5,0,25,0,20,45,5,5,0,0
DFT_0634,Zr25V25Ta20Mo30,0,25,0,25,0,20,30,0,0
DFT_0635,Zr25V25Nb5Ta15Mo30,0,25,0,25,5,15,30,0,0
DFT_0636,Zr25V40Mo15W20,0,25,0,40,0,0,15,20,0
DFT_0637,Zr25V40Ta30W5,0,25,0,40,0,30,0,5,0
DFT_0638,Zr25V40Nb5Ta5Mo5W20,0,25,0,40,5,5,5,20,0
DFT_0639,Zr25Hf10V35Nb5W25,0,25,10,35,5,0,0,25,0
DFT_0640,Zr25Hf15Nb5Ta45Mo10,0,25,15,0,5,45,10,0,0
DFT_0641,Zr25Hf15Nb30W30,0,25,15,0,30,0,0,30,0
DFT_0642,Zr25Hf15V10Nb35Ta15,0,25,15,10,35,15,0,0,0
DFT_0643,Zr25Hf25Ta35W15,0,25,25,0,0,35,0,15,0
DFT_0644,Zr25Hf25Nb20Mo30,0,25,25,0,20,0,30,0,0
DFT_0645,Zr25Hf25V15Ta15Mo20,0,25,25,15,0,15,20,0,0
DFT_0646,Zr25Hf35Nb25W15,0,25,35,0,25,0,0,15,0
DFT_0647,Zr25Hf35Nb25Mo5W10,0,25,35,0,25,0,5,10,0
DFT_0648,Zr30Nb15Ta15Mo25W15,0,30,0,0,15,15,25,15,0
DFT_0649,Zr30Nb20Mo30W20,0,30,0,0,20,0,30,20,0
DFT_0650,Zr30V5Ta40Mo10W15,0,30,0,5,0,40,10,15,0
DFT_0651,Zr30V5Nb5Ta25Mo30W5,0,30,0,5,5,25,30,5,0
DFT_0652,Zr30V5Nb35Ta5Mo25,0,30,0,5,35,5,25,0,0
DFT_0653,Zr30V15Nb20Ta25W10,0,30,0,15,20,25,0,10,0
DFT_0654,Zr30V20Ta20Mo15W15,0,30,0,20,0,20,15,15,0
DFT_0655,Zr30V25Nb30W15,0,30,0,25,30,0,0,15,0
DFT_0656,Zr30V40Nb15Mo10W5,0,30,0,40,15,0,10,5,0
DFT_0657,Zr30Hf5V5Nb10Ta30W20,0,30,5,5,10,30,0,20,0
DFT_0658,Zr30Hf10V20Nb20Mo20,0,30,10,20,20,0,20,0,0
DFT_0659,Zr30Hf15V15Mo10W30,0,30,15,15,0,0,10,30,0
DFT_0660,Zr30Hf20Ta20Mo30,0,30,20,0,0,20,30,0,0
DFT_0661,Zr30Hf20V15Nb10Ta25,0,30,20,15,10,25,0,0,0
DFT_0662,Zr30Hf20V20Nb30,0,30,20,20,30,0,0,0,0
DFT_0663,Zr30Hf25V10Nb25Ta5W5,0,30,25,10,25,5,0,5,0
DFT_0664,Zr30Hf25V20Ta25,0,30,25,20,0,25,0,0,0
DFT_0665,Zr30Hf30Nb5Ta5Mo25W5,0,30,30,0,5,5,25,5,0
DFT_0666,Zr30Hf30V10Ta5Mo5W20,0,30,30,10,0,5,5,20,0
DFT_0667,Zr30Hf40Ta15W15,0,30,40,0,0,15,0,15,0
DFT_0668,Zr30Hf40V15Mo15,0,30,40,15,0,0,15,0,0
DFT_0669,Zr35Ta50Mo5W10,0,35,0,0,0,50,5,10,0
DFT_0670,Zr35Nb50Mo10W5,0,35,0,0,50,0,10,5,0
DFT_0671,Zr35V5Ta25Mo5W30,0,35,0,5,0,25,5,30,0
DFT_0672,Zr35V10Nb30Ta25,0,35,0,10,30,25,0,0,0
