DFT_ID,Alloy,SWS0,B0,R2,dSWS_center
DFT_0050,Hf2Ta88W10,3.089400,185.20,0.99840,+0.00316
DFT_0051,Hf2Ta90W7Re1,3.091398,183.80,0.99680,+0.00321
DFT_0052,Hf2Ta90W8,3.092648,183.02,0.99819,+0.00316
DFT_0053,Hf2Ta91W7,3.094217,182.53,0.99888,+0.00311
DFT_0054,Hf3Ta87W10,3.092894,181.71,0.99894,+0.00526
DFT_0055,Hf3Ta89W8,3.096102,180.54,0.99916,+0.00533
DFT_0056,Hf3V15Nb40Ta40Mo2,3.062500,160.58,0.99990,+0.00630
DFT_0057,Hf3V15Nb41Ta41,3.066809,157.17,0.99978,+0.00661
DFT_0058,Hf4V19Nb38Ta39,3.053399,166.46,0.99993,+0.00054
DFT_0059,Hf7Nb23Ta23Mo23W24,3.029027,211.50,0.99991,-0.00063
DFT_0060,Hf7Nb30Ta31W32,3.054409,197.03,1.00000,-0.00052
DFT_0061,Hf7Nb31Ta31W31,3.055682,196.01,0.99999,-0.00046
DFT_0062,Hf7Nb32Ta30W31,3.075005,209.54,1.00000,+0.00125
DFT_0063,Hf8Nb30Ta31W31,3.057394,195.75,0.99999,-0.00045
DFT_0064,Hf8Nb31Ta30W31,3.057231,196.77,1.00000,-0.00023
DFT_0065,Hf8Nb31Ta31W30,3.073232,180.42,0.99998,-0.00784
DFT_0066,Hf10Nb44Ta44W2,3.102621,174.05,0.99996,+0.00093
DFT_0067,Hf15Nb21Ta21Mo22W21,3.046856,194.43,0.99996,-0.00029
DFT_0068,Hf19Nb75W6,3.106183,156.66,0.99964,+0.00164
DFT_0069,Hf20Nb20Ta20Mo20W20,3.058999,187.52,0.99995,-0.00046
DFT_0070,Hf51Ta19Mo30,3.120856,170.49,0.99976,+0.00095
DFT_0071,Hf58Ta21Mo21,3.146672,173.18,0.99983,+0.00133
DFT_0072,Hf61Ta23Mo16,3.159344,169.34,0.99969,+0.00091
DFT_0073,Hf69Ta26Mo5,3.188882,167.03,0.99974,+0.00096
DFT_0074,Zr1Ta89W9Re1,3.082523,189.19,0.99882,+0.00097
DFT_0075,Zr1Ta91W7Re1,3.086195,186.25,0.99887,+0.00113
DFT_0076,Zr1Ta91W8,3.087831,192.17,0.99678,+0.00140
DFT_0077,Zr1Ta91Mo1W7,3.087416,185.54,0.99887,+0.00104
DFT_0078,Zr1Ta91Mo2W4Re2,3.084422,185.31,0.99929,+0.00093
DFT_0079,Zr1Ta93W5Re1,3.089295,185.15,0.99921,+0.00088
DFT_0080,Zr1Nb75Ta18W6,3.076193,176.92,0.99982,+0.00062
DFT_0081,Zr1Nb88Mo4W7,3.066154,174.80,0.99957,+0.00108
DFT_0082,Zr1Nb89Ta4Mo2W4,3.075127,169.81,0.99968,+0.00150
DFT_0083,Zr1Nb90Mo4W5,3.069693,169.94,0.99923,+0.00150
DFT_0084,Zr1Nb94W5,3.076541,166.58,0.99893,+0.00159
DFT_0085,Zr1Nb94Mo2W3,3.076238,164.43,0.99852,+0.00167
DFT_0086,Zr1Nb95Mo2W2,3.077536,163.64,0.99793,+0.00022
DFT_0087,Zr1Nb96W3,3.079140,162.35,0.99838,+0.00147
DFT_0088,Zr1Nb96Mo2W1,3.078684,161.70,0.99780,+0.00079
DFT_0089,Zr1Hf1Ta90W7Re1,3.089482,183.78,0.99831,+0.00128
DFT_0090,Zr1Hf1Ta91Mo1W5Re1,3.090987,184.01,0.99949,+0.00146
DFT_0091,Zr1Hf1Ta91Mo1W6,3.092140,182.30,0.99952,+0.00157
DFT_0092,Zr2Nb86Ta5Mo2W5,3.075447,170.09,0.99981,+0.00130
DFT_0093,Zr2Nb87Ta5Mo2W4,3.077017,168.49,0.99975,+0.00137
DFT_0094,Zr2Nb92Mo2W4,3.076452,163.97,0.99929,+0.00156
DFT_0095,Zr3Nb24Ta24Mo24W25,3.020102,215.11,0.99999,+0.00031
DFT_0096,Zr3Nb86Ta5Mo2W4,3.078825,165.57,0.99979,+0.00132
DFT_0097,Zr3Nb92W5,3.079777,161.01,0.99952,+0.00134
DFT_0098,Zr5Nb95,3.088696,142.99,0.99985,+0.00022
DFT_0099,Zr11Nb22Ta22Mo23W22,3.038446,194.10,0.99998,+0.00039
DFT_0100,Zr20Nb20Ta20Mo20W20,3.060866,179.79,0.99999,+0.00024
DFT_0101,Zr34Nb33Ta33,3.156382,135.92,0.99995,+0.00057
DFT_0102,Ti1Zr1Mo98,2.946773,228.92,0.99875,+0.00043
DFT_0103,Ti2Zr1Hf5Nb92,3.090135,144.57,0.99976,+0.00078
DFT_0104,Ti2Zr1Hf6Nb91,3.092038,144.31,0.99987,+0.00081
DFT_0105,Ti3V15Nb39Ta40Mo3,3.047611,167.72,0.99999,+0.00027
DFT_0106,Ti3V15Nb40Ta40Mo2,3.049503,166.44,0.99997,+0.00029
DFT_0107,Ti3V15Nb41Ta41,3.053711,163.43,0.99987,+0.00051
DFT_0108,Ti6Nb24Ta23Mo24W23,3.013619,213.67,0.99988,+0.00048
DFT_0109,Ti8V25Nb33Ta34,3.025728,164.75,1.00000,+0.00037
DFT_0110,Ti10Hf10V10Nb45Ta25,3.077482,156.11,0.99995,+0.00054
DFT_0111,Ti10Zr1Nb76Mo5W8,3.057396,168.61,0.99993,+0.00079
DFT_0112,Ti11Nb22Ta22Mo23W22,3.013101,203.46,0.99991,+0.00063
DFT_0113,Ti11Hf11V8Nb35Ta35,3.084918,158.45,0.99994,+0.00096
DFT_0114,Ti13Hf15Nb43Ta27Re2,3.101712,157.69,0.99996,+0.00066
DFT_0115,Ti14V29Nb29Ta28,3.010214,158.75,0.99995,+0.00041
DFT_0116,Ti14Zr14Hf15Nb14Ta14Mo15W14,3.084979,160.06,0.99994,+0.00070
DFT_0117,Ti15Hf5Nb55Ta25,3.088349,155.26,0.99995,+0.00101
DFT_0118,Ti15Hf15Nb45Ta25,3.106277,153.78,0.99981,+0.00120
DFT_0119,Ti15Zr5Hf15Nb40Ta25,3.116610,144.85,0.99999,+0.00144
DFT_0120,Ti15Zr45Nb30Ta10,3.176819,112.28,0.99995,+0.00066
DFT_0121,Ti16Nb21Ta21Mo21W21,3.013677,194.69,0.99999,+0.00051
DFT_0122,Ti16Zr16Hf17Nb17Ta17W17,3.113705,151.85,0.99992,+0.00084
DFT_0123,Ti16Zr17Hf17Nb17Ta17Mo16,3.114491,144.07,0.99990,-0.00093
DFT_0124,Ti17V17Nb17Ta16Mo17W16,2.983724,184.47,0.99999,+0.00033
DFT_0125,Ti18Nb73Mo9,3.056156,153.37,0.99993,-0.00009
DFT_0126,Ti18V5Nb71W6,3.051377,153.91,0.99989,+0.00072
DFT_0127,Ti18Zr5Nb77,3.082278,143.63,0.99998,+0.00053
DFT_0128,Ti20Nb20Ta20Mo20W20,3.013452,189.74,0.99998,+0.00045
DFT_0129,Ti20V20Nb20Ta20W20,2.998201,174.78,0.99996,+0.00030
DFT_0130,Ti20Hf20Nb20Ta20Mo20,3.076641,159.61,0.99992,+0.00015
DFT_0131,Ti20Zr20Hf20Ta20Mo20,3.118163,141.15,0.99991,-0.00001
DFT_0132,Ti20Zr20Hf20Nb20Ta20,3.155455,132.81,0.99988,+0.00075
DFT_0133,Ti25V25Nb25Mo25,2.957654,165.67,0.99997,+0.00002
DFT_0134,Ti25Hf25Nb25Ta25,3.120373,144.50,0.99978,+0.00141
DFT_0135,Ti25Hf25V25Nb25,3.055587,133.61,0.99985,+0.00118
DFT_0136,Ti25Zr25Nb25Ta25,3.128953,127.35,0.99998,+0.00069
DFT_0137,Ti25Zr25V25Nb25,3.060458,117.27,0.99991,+0.00063
DFT_0138,Ti25Zr25Hf25Ta25,3.175143,126.27,0.99997,-0.00021
DFT_0139,Ti25Zr25Hf25Nb12Ta13,3.173621,124.46,0.99996,-0.00023
DFT_0140,Ti25Zr25Hf25Nb25,3.171781,121.55,0.99996,-0.00031
DFT_0141,Ti28Zr28Hf28Ta16,3.186498,119.65,0.99999,-0.00063
DFT_0142,Ti28Zr29Hf29Ta14,3.190733,117.39,1.00000,-0.00129
DFT_0143,Ti29Zr28Hf29Nb14,3.185878,115.95,0.99998,-0.00091
DFT_0144,Ti30Zr29Hf29Ta12,3.190625,116.17,0.99998,-0.00075
DFT_0145,Ti31Zr32Nb31Ta3Mo3,3.134049,113.74,0.99994,+0.00020
DFT_0146,Ti33V34Nb33,2.971612,139.18,0.99997,+0.00000
DFT_0147,Ti33Zr33V17Nb17,3.099379,106.73,0.99990,+0.00061
DFT_0148,Ti34V22Nb22Ta22,3.013288,144.40,0.99998,+0.00048
DFT_0149,Ti34Zr33Nb33,3.141874,108.80,0.99995,+0.00072
DFT_0150,Ti35Zr27Hf27Nb5Ta6,3.180766,114.38,0.99991,-0.00074
DFT_0151,Ti35Zr35Nb20Mo10,3.125030,112.18,0.99995,+0.00053
DFT_0152,Ti37Hf23V15Nb22W3,3.066027,131.80,0.99987,+0.00135
DFT_0153,Ti38Hf24V15Nb23,3.072716,128.70,0.99986,+0.00118
DFT_0154,Ti41Hf16V27Nb16,3.021472,126.87,0.99993,+0.00086
DFT_0155,Ti42Hf21V16Nb21,3.062116,126.63,0.99981,+0.00125
DFT_0156,Ti43Zr14V28Nb14Mo1,3.011863,119.29,0.99994,-0.00018
DFT_0157,Ti43Zr14V29Nb14,3.011047,118.83,0.99995,-0.00014
DFT_0158,Ti43Zr42Nb5Ta5Mo5,3.154244,101.14,0.99992,+0.00070
DFT_0159,Ti44Zr14V28Nb14,3.013421,118.11,0.99998,-0.00020
DFT_0160,Ti44Zr30Nb26,3.132027,106.16,0.99996,+0.00073
DFT_0161,Ti45Zr45Nb5Mo5,3.161500,96.71,0.99995,+0.00069
DFT_0162,Ti45Zr45Nb5Ta5,3.174606,94.69,0.99987,+0.00093
DFT_0163,Ti49Zr32Nb13Ta6,3.137657,103.93,0.99997,+0.00051
DFT_0164,Ti56Zr30Nb14,3.129522,99.96,0.99990,+0.00075
DFT_0165,Ta90W2Re8,3.070551,213.53,0.99956,-0.00043
DFT_0166,Nb5Ta45Mo8W42,3.017920,224.04,0.98004,-0.00113
DFT_0167,Nb22Ta34Mo24W20,3.022686,218.35,0.99986,+0.00048
DFT_0168,Nb24Ta28Mo21W27,3.017309,221.55,0.99992,+0.00037
DFT_0169,Nb26Ta23Mo28W23,3.011909,219.67,0.99975,+0.00061
DFT_0170,Nb27Ta19Mo31W23,3.007198,225.49,0.99941,+0.00071
DFT_0171,Nb28Ta25Mo25W22,3.017560,217.62,0.99992,+0.00045
DFT_0172,Nb29Ta14Mo24W33,3.003334,234.27,0.99984,-0.00028
DFT_0173,Nb32Ta6Mo34W28,2.996421,231.95,0.99993,+0.00026
DFT_0174,Nb35Ta5Mo20W40,3.000375,234.39,1.00000,-0.00008
DFT_0175,Nb35Ta35Mo1W29,3.046339,200.91,0.99984,+0.00072
DFT_0176,Nb50Mo23W27,3.010335,207.92,0.99995,+0.00046
DFT_0177,Nb61Mo17W22,3.022602,195.74,1.00000,+0.00013
DFT_0178,Nb66Mo23W11,3.026035,191.54,1.00000,-0.00010
DFT_0179,Nb67Mo12W21,3.030289,192.42,0.99999,-0.00014
DFT_0180,Nb69Mo17W14,3.031305,190.53,0.99999,-0.00018
DFT_0181,Nb72Mo12W16,3.036928,188.98,0.99999,+0.00005
DFT_0182,Nb91Ta6W3,3.078382,167.45,0.99811,+0.00134
DFT_0183,V8Nb10Ta35Mo10W37,3.004048,226.89,0.99999,+0.00008
DFT_0184,V8Nb45Ta47,3.070309,166.03,0.99982,-0.00026
DFT_0185,V14Nb45Ta41,3.056257,167.42,0.99986,-0.00008
DFT_0186,V17Nb20Ta20Mo20W23,2.984923,212.37,0.99995,+0.00053
DFT_0187,V20Nb25Ta25Mo30,2.990261,186.66,0.99998,+0.00022
DFT_0188,V21Nb25Ta25W29,3.000425,195.99,0.99997,+0.00061
DFT_0189,V24Nb39Ta37,3.032861,165.76,0.99996,+0.00011
DFT_0190,V28Nb34Ta38,3.023734,165.17,0.99998,+0.00013
DFT_0191,Hf1Ta79W16Re4,3.062895,212.31,0.99951,-0.00002
DFT_0192,Hf1Ta84W15,3.076052,204.11,0.99737,+0.00057
DFT_0193,Hf1Ta85W9Re5,3.071088,212.83,0.99963,+0.00012
DFT_0194,Hf1Ta86W6Re7,3.070285,212.64,0.99962,+0.00003
DFT_0195,Hf1Ta88W7Re4,3.077480,202.75,0.99895,+0.00144
DFT_0196,Hf1Ta93W6,3.092364,186.10,0.99876,+0.00127
DFT_0197,Hf1V14Nb41Ta44,3.061730,169.57,1.00000,+0.00263
DFT_0198,Hf2Ta90W3Re5,3.085496,190.92,0.99838,+0.00348
DFT_0199,Hf2Ta95W3,3.100176,176.79,0.99779,+0.00425
DFT_0200,Hf2V19Nb38Ta41,3.049834,165.42,0.99998,+0.00033
DFT_0201,Hf3Ta82W13Re2,3.080558,195.38,0.99898,+0.00533
DFT_0202,Hf3Ta90W5Re2,3.095175,181.04,0.99880,+0.00532
DFT_0203,Hf3Nb30Ta31W36,3.042909,218.72,0.99997,-0.00095
DFT_0204,Hf3Nb31Ta35W31,3.055036,195.23,0.99994,+0.00308
DFT_0205,Hf4Ta81W14Re1,3.085856,188.98,0.99891,+0.00737
DFT_0206,Hf4Ta86W9Re1,3.095066,180.03,0.99869,+0.00740
DFT_0207,Hf4Ta88W7Re1,3.098349,178.27,0.99943,+0.00744
DFT_0208,Hf4Ta88W8,3.099530,178.93,0.99959,+0.00744
DFT_0209,Hf4Ta91W5,3.104066,171.50,0.99874,+0.00798
DFT_0210,Hf5Ta85W8Re2,3.097318,177.72,0.99913,+0.00956
DFT_0211,Hf5Ta90W4Re1,3.106380,170.36,0.99940,+0.00015
DFT_0212,Hf5Nb32Ta30W33,3.049699,198.85,1.00000,-0.00074
DFT_0213,Hf6Ta84W10,3.103201,177.08,0.99939,+0.00030
DFT_0214,Hf6V15Nb41Ta38,3.078343,155.48,0.99993,+0.01324
DFT_0215,Hf7Ta89W4,3.115948,165.79,0.99980,+0.01418
DFT_0216,Hf7Nb44Ta44W5,3.092314,172.62,0.99997,+0.00007
DFT_0217,Hf8Ta82W10,3.110504,167.81,0.99991,+0.01600
DFT_0218,Hf8Nb31Ta27W34,3.052883,199.47,1.00000,-0.00044
DFT_0219,Hf8V10Nb40Ta40Mo2,3.077495,169.68,0.99986,+0.00007
DFT_0220,Hf10Nb21Ta21Mo27W21,3.031514,207.04,0.99998,-0.00047
DFT_0221,Hf10Nb23Ta23Mo20W24,3.038459,202.27,0.99996,-0.00049
DFT_0222,Hf10Nb31Ta31W28,3.064238,192.45,0.99989,-0.00096
DFT_0223,Hf11Nb27Ta31W31,3.062247,195.52,0.99995,-0.00049
DFT_0224,Hf17Nb75W8,3.099538,160.39,0.99986,+0.00056
DFT_0225,Hf23Nb20Ta20Mo17W20,3.068240,185.28,0.99997,-0.00021
DFT_0226,Hf53Ta19Mo28,3.122325,208.23,0.35962,-0.00396
DFT_0227,Hf55Ta21Mo24,3.136995,169.41,0.99993,+0.00090
DFT_0228,Hf66Ta23Mo11,3.174571,166.49,0.99960,+0.00468
DFT_0229,Hf72Ta26Mo2,3.197951,165.89,0.99997,+0.00145
DFT_0230,Zr1Ta87Mo2W4Re6,3.071674,207.04,0.99895,+0.00020
DFT_0231,Zr1Ta91W4Re4,3.081727,192.47,0.99865,+0.00079
DFT_0232,Zr1Ta93W3Re3,3.086765,186.33,0.99904,+0.00103
DFT_0233,Zr1Nb84Mo8W7,3.058436,179.23,0.99982,+0.00017
DFT_0234,Zr1Nb85Mo4W10,3.060786,178.79,0.99982,+0.00024
DFT_0235,Zr1Nb85Ta4Mo6W4,3.067990,173.96,0.99926,+0.00117
DFT_0236,Zr1Nb89Mo7W3,3.067685,169.14,0.99919,+0.00160
DFT_0237,Zr1Nb91W8,3.071759,170.88,0.99938,+0.00143
DFT_0238,Zr1Nb92Mo6W1,3.072638,164.47,0.99951,+0.00008
DFT_0239,Zr1Hf1Ta88W7Re3,3.083101,190.58,0.99867,+0.00163
DFT_0240,Zr1Hf1Ta91Mo6W1,3.091077,179.89,0.99952,+0.00197
DFT_0241,Zr2Nb87Ta5Mo4W2,3.076788,166.71,0.99963,+0.00146
DFT_0242,Zr3Nb75Ta16W6,3.080095,172.14,0.99984,+0.00087
DFT_0243,Zr3Nb96W1,3.084313,145.49,0.99812,+0.00065
DFT_0244,Zr3Hf1Ta89Mo1W5Re1,3.093841,180.93,0.99998,+0.00047
DFT_0245,Zr4Nb84Ta5Mo2W5,3.079140,165.71,0.99987,+0.00130
DFT_0246,Zr5Ta87Mo1W7,3.093034,184.13,0.99987,+0.00021
DFT_0247,Zr5Nb90W5,3.083107,156.22,0.99964,+0.00116
DFT_0248,Zr5Nb92Mo2W1,3.085141,146.22,0.99425,+0.00103
DFT_0249,Zr6Ta84W9Re1,3.090610,183.20,0.99996,-0.00012
DFT_0250,Zr6Ta91W3,3.102218,180.72,0.99997,-0.00008
DFT_0251,Zr6Nb24Ta24Mo24W22,3.029063,202.54,0.99999,+0.00058
DFT_0252,Zr6Nb90Mo2W2,3.085507,150.20,0.99970,+0.00073
DFT_0253,Zr7Nb22Ta22Mo23W26,3.026919,205.89,0.99993,+0.00042
DFT_0254,Zr7Nb86Ta1Mo2W4,3.085082,154.49,0.99980,+0.00104
DFT_0255,Zr16Nb20Ta20Mo20W24,3.048608,188.06,0.99999,+0.00027
DFT_0256,Zr29Nb33Ta38,3.146278,140.76,0.99998,+0.00055
DFT_0257,Ti1Zr3Mo96,2.950961,238.70,0.99983,-0.00022
DFT_0258,Ti2Zr6Hf6Nb86,3.101916,143.70,0.99998,+0.00059
DFT_0259,Ti3V10Nb39Ta40Mo8,3.049779,175.10,0.99998,-0.00002
DFT_0260,Ti4Nb24Ta23Mo24W25,3.012353,216.65,0.99999,+0.00041
DFT_0261,Ti5Zr1Hf2Nb92,3.083255,145.72,0.99991,+0.00058
DFT_0262,Ti6V12Nb41Ta41,3.059096,168.01,0.99989,+0.00063
DFT_0263,Ti8V15Nb40Ta35Mo2,3.046356,166.16,0.99996,+0.00051
DFT_0264,Ti8Zr3Nb76Mo5W8,3.062416,166.85,0.99991,+0.00087
DFT_0265,Ti10Hf10Nb55Ta25,3.099455,156.50,0.99996,+0.00105
DFT_0266,Ti11V22Nb33Ta34,3.031201,159.18,0.99702,+0.00024
DFT_0267,Ti13Nb22Ta22Mo23W20,3.014151,197.86,0.99997,+0.00057
DFT_0268,Ti13Hf15Nb43Ta22Re7,3.086537,161.55,0.99986,+0.00105
DFT_0269,Ti14Nb21Ta21Mo21W23,3.012658,199.71,0.99996,+0.00063
DFT_0270,Ti14Hf10V6Nb45Ta25,3.108769,137.29,0.99995,-0.00718
DFT_0271,Ti14Zr14Hf11Nb14Ta14Mo19W14,3.071006,164.04,0.99997,+0.00049
DFT_0272,Ti15Hf11V4Nb35Ta35,3.091969,157.09,0.99992,+0.00112
DFT_0273,Ti16Zr16Hf22Nb17Ta17W12,3.130485,146.75,0.99980,+0.00088
DFT_0274,Ti16Zr17Hf21Nb17Ta17Mo12,3.128769,141.78,0.99990,+0.00079
DFT_0275,Ti17V14Nb17Ta16Mo17W19,2.987469,188.32,0.99998,+0.00034
DFT_0276,Ti17V26Nb29Ta28,3.016016,157.42,0.99995,+0.00049
DFT_0277,Ti17Zr43Nb30Ta10,3.171596,112.67,0.99994,+0.00067
DFT_0278,Ti19Hf11Nb45Ta25,3.097353,151.21,0.99986,+0.00111
DFT_0279,Ti19Zr5Hf11Nb40Ta25,3.107597,147.78,0.99997,+0.00127
DFT_0280,Ti20Nb73Mo7,3.058566,150.88,0.99993,-0.00015
DFT_0281,Ti20V16Nb20Ta20W24,3.002723,178.07,0.99999,+0.00031
DFT_0282,Ti20Hf18Nb20Ta20Mo22,3.069558,161.79,0.99997,+0.00083
DFT_0283,Ti20Zr3Nb77,3.077133,144.32,0.99998,+0.00015
DFT_0284,Ti20Zr17Hf23Nb20Ta20,3.154343,137.04,0.99999,+0.00101
DFT_0285,Ti20Zr20Hf24Ta20Mo16,3.132384,140.23,0.99984,+0.00065
DFT_0286,Ti22V1Nb71W6,3.058628,152.49,0.99994,-0.00020
DFT_0287,Ti25Nb20Ta20Mo20W15,3.016230,180.54,0.99999,+0.00032
DFT_0288,Ti25V20Nb25Mo30,2.962654,168.71,0.99998,-0.00006
DFT_0289,Ti25Hf27V23Nb25,3.064829,132.99,0.99976,+0.00127
DFT_0290,Ti25Zr20Hf30Ta25,3.172591,131.66,0.99995,-0.00004
DFT_0291,Ti25Zr20Hf30Nb25,3.168966,125.74,0.99995,-0.00029
DFT_0292,Ti25Zr23Hf27Nb12Ta13,3.172534,125.54,0.99996,-0.00012
DFT_0293,Ti26Zr32Nb31Ta3Mo8,3.125025,119.46,0.99995,+0.00041
DFT_0294,Ti27Hf23Nb25Ta25,3.116100,144.13,0.99985,+0.00038
DFT_0295,Ti28Zr22Nb25Ta25,3.121109,127.90,0.99996,+0.00061
DFT_0296,Ti28Zr27Hf31Ta14,3.189503,119.18,1.00000,-0.00072
DFT_0297,Ti28Zr32Hf24Ta16,3.188961,116.63,0.99999,-0.00069
DFT_0298,Ti29Zr25V21Nb25,3.069448,115.31,0.99996,+0.00061
DFT_0299,Ti29Zr25Hf32Nb14,3.183996,118.30,0.99999,-0.00083
DFT_0300,Ti30Zr24Hf34Ta12,3.187482,121.22,0.99992,-0.00069
DFT_0301,Ti35Zr32Hf22Nb5Ta6,3.183989,109.89,0.99995,-0.00073
DFT_0302,Ti35Zr40Nb20Mo5,3.148999,105.52,0.99993,+0.00057
DFT_0303,Ti36Zr31Nb33,3.136302,109.45,0.99993,+0.00074
DFT_0304,Ti37V19Nb22Ta22,3.019458,142.49,0.99998,+0.00052
DFT_0305,Ti37V30Nb33,2.980126,137.99,0.99984,-0.00017
DFT_0306,Ti37Hf23V11Nb22W7,3.069448,136.49,0.99986,+0.00117
DFT_0307,Ti38Hf21V20Nb21,3.053561,128.11,0.99986,+0.00123
DFT_0308,Ti38Zr33V12Nb17,3.111032,104.88,0.99997,+0.00072
DFT_0309,Ti41Hf14V29Nb16,3.011202,127.58,0.99989,+0.00095
DFT_0310,Ti41Hf24V12Nb23,3.078910,127.53,0.99978,+0.00116
DFT_0311,Ti41Zr45Nb5Mo9,3.152536,100.45,0.99994,+0.00045
DFT_0312,Ti43Zr10V33Nb14,2.989086,122.83,0.99995,-0.00006
DFT_0313,Ti43Zr12V28Nb14Mo3,3.002623,122.95,0.99994,-0.00012
DFT_0314,Ti43Zr37Nb5Ta5Mo10,3.129394,107.47,0.99995,+0.00046
DFT_0315,Ti48Zr42Nb5Ta5,3.165882,95.90,0.99984,+0.00096
DFT_0316,Ti49Zr14V23Nb14,3.025386,115.08,0.99993,-0.00015
DFT_0317,Ti49Zr25Nb26,3.117595,107.70,0.99993,+0.00065
DFT_0318,Ti53Zr28Nb13Ta6,3.125997,104.75,0.99997,+0.00045
DFT_0319,Ti59Zr27Nb14,3.120537,101.16,0.99991,-0.00021
DFT_0320,Nb45Ta25Mo5W25,3.043090,197.97,0.99980,+0.00057
DFT_0321,V10Nb15Ta30Mo15W30,3.000721,220.93,0.99996,+0.00018
DFT_0322,V10Nb15Ta50W25,3.034383,201.22,0.99967,+0.00079
DFT_0323,V10Nb45Mo20W25,2.993958,204.84,0.99999,+0.00024
DFT_0324,V20Nb25Ta15Mo30W10,2.976366,198.33,0.99999,+0.00022
DFT_0325,V30Nb35Ta5W30,2.972059,195.66,0.99997,+0.00019
DFT_0326,V35Ta5Mo30W30,2.914162,228.47,1.00000,-0.00003
DFT_0327,V35Nb25Mo20W20,2.938464,199.67,1.00000,+0.00032
DFT_0328,V40Ta25Mo20W15,2.939181,206.08,0.99998,+0.00043
DFT_0329,V40Nb20Ta15Mo15W10,2.949007,187.28,0.99998,+0.00027
